"Pitcher","MLBAM_ID","Year","# of total pitches","Total Edge%","Top Edge%","Bottom Edge%","Horizontal Edge%","Heart%","Out of Zone%"
"Neftali Feliz",18,"2010",1034,0.1673,0.0851,0.0232,0.059,0.2515,0.4729
"Burke Badenhop",9736,"2010",1034,0.1847,0.0213,0.0706,0.0928,0.2186,0.5048
"Jose Valverde",1726,"2010",1032,0.1764,0.0417,0.063,0.0717,0.2403,0.4787
"Trevor Bell",7074,"2010",1030,0.1796,0.0301,0.0699,0.0796,0.2447,0.4757
"Matt Guerrier",2061,"2010",1026,0.1725,0.0429,0.0526,0.077,0.2018,0.5302
"Jason Marquis",105,"2010",1025,0.1649,0.0205,0.0556,0.0888,0.1971,0.562
"Scott Linebrink",564,"2010",1025,0.1756,0.0468,0.0634,0.0654,0.2341,0.48
"Dustin Moseley",7060,"2010",1021,0.1743,0.0392,0.0617,0.0735,0.2165,0.5083
"Edward Mujica",3970,"2010",1019,0.157,0.0393,0.055,0.0628,0.2738,0.475
"Dusty Hughes",6164,"2010",1019,0.157,0.0373,0.0618,0.0579,0.1992,0.5447
"Aaron Laffey",6248,"2010",1018,0.1739,0.0472,0.0658,0.0609,0.2181,0.4951
"Brian Sanches",2739,"2010",1018,0.1503,0.0462,0.0511,0.053,0.2308,0.5216
"Lance Cormier",4346,"2010",1017,0.2006,0.0334,0.0708,0.0964,0.1957,0.4995
"Todd Coffey",2467,"2010",1017,0.1573,0.0157,0.0639,0.0777,0.1878,0.5752
"Robinson Tejeda",2575,"2010",1007,0.1698,0.0596,0.0387,0.0715,0.2522,0.4796
"Manny Corpas",2807,"2010",1005,0.1821,0.0229,0.0945,0.0647,0.2169,0.4836
"Jeanmar Gomez",9033,"2010",1001,0.2018,0.031,0.0529,0.1179,0.2248,0.4895
"Esmerling Vasquez",5280,"2010",998,0.1553,0.0301,0.0581,0.0671,0.1984,0.5581
"Todd Wellemeyer",1709,"2010",989,0.186,0.0475,0.0485,0.09,0.2386,0.4793
"Kevin Jepsen",6475,"2010",987,0.1449,0.0426,0.0496,0.0527,0.2492,0.5137
"Scott Atchison",2642,"2010",981,0.1988,0.0449,0.0398,0.1142,0.2345,0.4822
"Darren Oliver",206,"2010",981,0.1998,0.0459,0.0367,0.1172,0.2477,0.4699
"Ryan Franklin",1076,"2010",981,0.1611,0.0316,0.0652,0.0642,0.2314,0.5107
"Matt Thornton",1918,"2010",974,0.1715,0.0791,0.0226,0.0698,0.2433,0.4836
"John Axford",9059,"2010",969,0.1517,0.0495,0.0382,0.064,0.2012,0.5593
"Ryan Perry",8799,"2010",968,0.1849,0.0486,0.062,0.0744,0.2273,0.4773
"Francisco Rodriguez",1642,"2010",967,0.1448,0.0341,0.0776,0.0331,0.2554,0.4881
"Kanekoa Texeira",334,"2010",963,0.1703,0.0249,0.0748,0.0706,0.2004,0.5296
"Jason Berken",5673,"2010",960,0.1521,0.0583,0.0469,0.0469,0.2042,0.5385
"Grant Balfour",718,"2010",952,0.1775,0.0536,0.0483,0.0756,0.2342,0.4863
"Oliver Perez",1514,"2010",952,0.1481,0.0284,0.0525,0.0672,0.2153,0.5557
"Juan Gutierrez",3265,"2010",949,0.1633,0.0274,0.0495,0.0864,0.2097,0.5501
"Ryan Webb",7474,"2010",949,0.1812,0.0337,0.0664,0.0811,0.2708,0.4478
"Andrew Cashner",8782,"2010",945,0.1651,0.0455,0.0677,0.0519,0.2275,0.4942
"Chris Tillman",5279,"2010",943,0.1654,0.0435,0.0583,0.0636,0.2131,0.5196
"Hong-Chih Kuo",7016,"2010",939,0.1917,0.0618,0.0415,0.0884,0.2322,0.4728
"Wilton Lopez",4227,"2010",937,0.1729,0.0331,0.0886,0.0512,0.2657,0.4397
"Brian Moehler",480,"2010",934,0.2013,0.015,0.0653,0.121,0.1799,0.5385
"Scott Downs",773,"2010",934,0.1884,0.0128,0.0878,0.0878,0.1831,0.5278
"Dana Eveland",5508,"2010",932,0.1717,0.0365,0.0655,0.0697,0.2124,0.5139
"Manny Delcarmen",3180,"2010",929,0.1572,0.0495,0.0474,0.0603,0.2153,0.5307
"Takashi Saito",6021,"2010",926,0.1587,0.0335,0.0583,0.067,0.2549,0.4946
"Carlos Villanueva",4138,"2010",925,0.1308,0.0314,0.0757,0.0238,0.2162,0.5459
"Mariano Rivera",844,"2010",923,0.2373,0.0206,0.0314,0.1853,0.1614,0.5493
"Rafael Betancourt",177,"2010",922,0.1529,0.0694,0.0564,0.0271,0.2972,0.4241
"Jon Rauch",1475,"2010",916,0.1659,0.059,0.06,0.0469,0.2467,0.4683
"Logan Ondrusek",3677,"2010",915,0.1585,0.0372,0.0601,0.0612,0.2077,0.5366
"Rafael Soriano",1100,"2010",915,0.1825,0.0459,0.0601,0.0765,0.2579,0.4536
"Joaquin Benoit",1437,"2010",913,0.1457,0.0613,0.0307,0.0537,0.2245,0.5378
"Sergio Romo",9817,"2010",913,0.161,0.0241,0.0723,0.0646,0.2519,0.4907
"Blaine Boyer",2237,"2010",910,0.1659,0.0297,0.0484,0.0879,0.2538,0.5022
"Casey Coleman",8270,"2010",906,0.1667,0.0254,0.0806,0.0607,0.2086,0.5188
"Jamey Wright",715,"2010",903,0.1949,0.0188,0.0676,0.1085,0.2458,0.4729
"Guillermo Mota",1467,"2010",903,0.1506,0.0354,0.0565,0.0587,0.2669,0.4906
"Brad Ziegler",7293,"2010",903,0.1827,0.0133,0.0864,0.0831,0.1705,0.5471
"Jose Contreras",1660,"2010",901,0.1953,0.0155,0.0832,0.0966,0.1842,0.5216
"Drew Storen",6983,"2010",899,0.1602,0.0489,0.0612,0.0501,0.2291,0.5006
"Matt Lindstrom",4604,"2010",898,0.1693,0.0323,0.069,0.0679,0.2071,0.5223
"Santiago Casilla",2873,"2010",896,0.1685,0.0391,0.0424,0.0871,0.2333,0.5167
"Bobby Jenks",8645,"2010",895,0.1944,0.0547,0.0413,0.0983,0.2503,0.4592
"Kameron Loe",4422,"2010",885,0.1605,0.0056,0.0757,0.0791,0.1808,0.5774
"Darren O'Day",3321,"2010",884,0.2025,0.0305,0.0679,0.1041,0.2557,0.4434
"Chris Ray",6315,"2010",882,0.1848,0.0522,0.051,0.0816,0.2336,0.4785
"Arthur Rhodes",1097,"2010",881,0.1442,0.0465,0.0511,0.0465,0.2372,0.521
"Ian Snell",2227,"2010",877,0.1779,0.0365,0.0525,0.0889,0.2406,0.4926
"Sergio Santos",4734,"2010",869,0.1588,0.0414,0.061,0.0564,0.2186,0.5201
"Frank Francisco",1933,"2010",860,0.1872,0.0605,0.0453,0.0814,0.2384,0.4686
"Scot Shields",35,"2010",860,0.1698,0.0465,0.0419,0.0814,0.2395,0.5023
"Sam LeCure",4664,"2010",860,0.1686,0.0174,0.0628,0.0884,0.1849,0.5663
"David Aardsma",1902,"2010",859,0.1397,0.078,0.0326,0.0291,0.2503,0.4994
"Brad Lincoln",4241,"2010",857,0.1867,0.0233,0.07,0.0933,0.2322,0.4877
"Ramon Troncoso",4685,"2010",857,0.1785,0.0467,0.063,0.0688,0.2182,0.4936
"Hideki Okajima",7763,"2010",853,0.1817,0.0574,0.0504,0.0739,0.2028,0.5076
"Jeff Fulchino",3532,"2010",849,0.159,0.0283,0.0601,0.0707,0.2309,0.5218
"Javier Lopez",1663,"2010",849,0.1661,0.0094,0.1013,0.0554,0.1943,0.5289
"Ronald Belisario",2203,"2010",845,0.2225,0.0379,0.0627,0.1219,0.2296,0.4473
"David Herndon",9264,"2010",843,0.1708,0.0249,0.07,0.0759,0.1756,0.5587
"Alex Burnett",4065,"2010",840,0.181,0.0357,0.0512,0.094,0.2036,0.5286
"Alfredo Simon",2155,"2010",837,0.1661,0.043,0.0394,0.0836,0.2497,0.5018
"James Russell",4089,"2010",835,0.1605,0.0347,0.0695,0.0563,0.2455,0.4898
"Jason Motte",5861,"2010",834,0.1691,0.0624,0.0492,0.0576,0.2398,0.4796
"Hector Ambriz",559,"2010",834,0.1703,0.036,0.0564,0.0779,0.217,0.5204
"Ryan Madson",1852,"2010",830,0.1711,0.0361,0.0506,0.0843,0.2,0.5422
"Kerry Wood",304,"2010",829,0.152,0.0446,0.0458,0.0615,0.2666,0.491
"Jose Veras",2063,"2010",822,0.1496,0.0195,0.0693,0.0608,0.247,0.5146
"Brian Fuentes",429,"2010",814,0.1781,0.0369,0.0602,0.0811,0.2506,0.4742
"Danys Baez",367,"2010",812,0.1638,0.0493,0.0591,0.0554,0.2377,0.4901
"Brad Lidge",563,"2010",808,0.1386,0.0347,0.0545,0.0495,0.2215,0.5507
"J.D. Martin",3685,"2010",808,0.1844,0.026,0.0619,0.0965,0.2525,0.4752
"Blake Wood",1345,"2010",803,0.1544,0.0336,0.0822,0.0386,0.2067,0.523
"Jerry Blevins",7841,"2010",802,0.1983,0.0362,0.0648,0.0973,0.2481,0.4526
"Brad Penny",535,"2010",802,0.1721,0.0287,0.0711,0.0723,0.2506,0.4776
"J.J. Putz",1795,"2010",800,0.145,0.0525,0.0438,0.0488,0.2613,0.4975
"Doug Davis",1244,"2010",786,0.1883,0.0356,0.0534,0.0992,0.1985,0.5242
"Jeremy Affeldt",583,"2010",784,0.1671,0.0344,0.0753,0.0574,0.2054,0.5179
"Sergio Mitre",1773,"2010",783,0.1737,0.0243,0.069,0.0805,0.2388,0.4943
"Francisco Rodriguez",6688,"2010",783,0.166,0.0192,0.0728,0.0741,0.2005,0.5415
"Will Ohman",296,"2010",780,0.1705,0.0282,0.0513,0.091,0.1936,0.5564
"John Maine",4773,"2010",777,0.1647,0.045,0.0502,0.0695,0.2111,0.529
"Jesse Litsch",3688,"2010",770,0.1545,0.0325,0.0571,0.0649,0.2299,0.526
"Mike Minor",10021,"2010",768,0.1602,0.0417,0.0495,0.069,0.2253,0.5234
"Trevor Hoffman",1035,"2010",753,0.1673,0.0345,0.0704,0.0624,0.2271,0.5007
"Fernando Nieve",2173,"2010",749,0.1402,0.032,0.0507,0.0574,0.2537,0.5234
"Frank Herrmann",7960,"2010",747,0.1954,0.0589,0.0455,0.091,0.2704,0.4297
"Andrew Bailey",1368,"2010",745,0.1651,0.051,0.055,0.0591,0.2698,0.4591
"Joel Peralta",2332,"2010",736,0.1454,0.0285,0.0842,0.0326,0.2948,0.447
"Jeff Weaver",503,"2010",725,0.1421,0.0359,0.0855,0.0207,0.251,0.4855
"Dan Wheeler",120,"2010",720,0.1167,0.0583,0.0569,0.0014,0.2486,0.5194
"George Sherrill",6291,"2010",720,0.1819,0.0444,0.0444,0.0931,0.25,0.4792
"Bryan Bullington",5066,"2010",712,0.1882,0.0407,0.0632,0.0843,0.2177,0.4902
"Huston Street",8258,"2010",711,0.173,0.038,0.0492,0.0858,0.2518,0.488
"Jenrry Mejia",8476,"2010",709,0.1509,0.0324,0.079,0.0395,0.2539,0.4838
"Randy Choate",813,"2010",706,0.2096,0.0156,0.0949,0.0992,0.1969,0.483
"Tyson Ross",7872,"2010",706,0.1586,0.0368,0.051,0.0708,0.2167,0.5368
"Elmer Dessens",317,"2010",704,0.169,0.0554,0.0611,0.0526,0.2315,0.483
"Gustavo Chacin",2060,"2010",693,0.1515,0.0289,0.0563,0.0664,0.2294,0.5339
"Greg Smith",3455,"2010",692,0.1474,0.0246,0.0795,0.0434,0.2052,0.5434
"Alexi Ogando",10261,"2010",690,0.1841,0.0551,0.0493,0.0797,0.2783,0.4333
"J.C. Romero",754,"2010",687,0.163,0.0116,0.0466,0.1048,0.1514,0.6274
"Joe Beimel",979,"2010",686,0.1545,0.0321,0.0525,0.07,0.2493,0.5117
"Carlos Carrasco",6632,"2010",681,0.1674,0.0294,0.0602,0.0778,0.2658,0.4772
"Koji Uehara",9227,"2010",674,0.1632,0.0742,0.049,0.0401,0.2433,0.4703
"Eric O'Flaherty",5746,"2010",668,0.1901,0.018,0.0719,0.1003,0.2141,0.506
"Michael Wuertz",1856,"2010",667,0.1124,0.0405,0.054,0.018,0.2084,0.5847
"Ivan Nova",1994,"2010",664,0.1596,0.0527,0.0678,0.0392,0.2259,0.494
"Tim Byrdak",1995,"2010",661,0.1604,0.0303,0.053,0.0772,0.2436,0.5129
"Denny Bautista",1947,"2010",656,0.1509,0.032,0.0549,0.064,0.2058,0.5564
"Justin Berg",1973,"2010",654,0.2018,0.0352,0.0505,0.1162,0.211,0.5015
"Charlie Haeger",3545,"2010",654,0.1422,0.0765,0.0398,0.026,0.1972,0.5443
"Andrew Miller",6785,"2010",651,0.1613,0.0323,0.0661,0.063,0.2289,0.5115
"Boone Logan",5525,"2010",647,0.1577,0.034,0.068,0.0556,0.2179,0.5224
"Doug Slaten",3107,"2010",643,0.1882,0.0389,0.0435,0.1058,0.224,0.5054
"Joe Smith",3281,"2010",642,0.1885,0.0171,0.0732,0.0981,0.2134,0.5078
"Micah Owings",4253,"2010",638,0.1755,0.0502,0.0376,0.0878,0.2586,0.4781
"Manny Acosta",8725,"2010",635,0.1685,0.0409,0.0441,0.0835,0.2409,0.5055
"Bob Howry",237,"2010",635,0.1559,0.0331,0.0567,0.0661,0.2488,0.5055
"Sam Demel",868,"2010",634,0.153,0.0174,0.0662,0.0694,0.2098,0.5536
"Matt Palmer",4457,"2010",621,0.1562,0.0322,0.0499,0.0741,0.2335,0.5282
"Garrett Olson",9889,"2010",618,0.178,0.0469,0.0615,0.0696,0.2557,0.4579
"David Purcey",8360,"2010",615,0.1398,0.0715,0.0407,0.0276,0.2325,0.5154
"Jordan Smith",9515,"2010",613,0.1762,0.0179,0.0767,0.0816,0.2039,0.5253
"Jensen Lewis",3384,"2010",611,0.1473,0.0655,0.0655,0.0164,0.2799,0.4419
"Trever Miller",1672,"2010",609,0.1839,0.0181,0.0673,0.0985,0.2167,0.514
"Dennys Reyes",444,"2010",608,0.1546,0.0214,0.0641,0.0691,0.1628,0.597
"Jorge Sosa",1228,"2010",607,0.1697,0.0247,0.0593,0.0857,0.2208,0.5255
"Thomas Diamond",8025,"2010",598,0.1756,0.0284,0.0435,0.1037,0.2274,0.5251
"Jose Mijares",4140,"2010",598,0.1488,0.0669,0.0535,0.0284,0.2441,0.4866
"Dan Runzler",4080,"2010",592,0.1689,0.0794,0.0422,0.0473,0.223,0.4865
"Zach Braddock",4553,"2010",591,0.1844,0.0406,0.0508,0.0931,0.2047,0.5195
"Jeremy Hellickson",4371,"2010",588,0.1701,0.0238,0.0765,0.0697,0.2262,0.5034
"Bobby Parnell",9926,"2010",587,0.167,0.0392,0.0664,0.0613,0.2555,0.4719
"Joel Zumaya",4699,"2010",578,0.1713,0.045,0.0519,0.0744,0.2647,0.4671
"Brendan Donnelly",1441,"2010",578,0.2024,0.0329,0.0554,0.1142,0.2007,0.5087
"Ernesto Frieri",5178,"2010",578,0.1782,0.0606,0.0571,0.0606,0.2318,0.4723
"Pat Misch",5909,"2010",571,0.1909,0.0333,0.0543,0.1033,0.2049,0.5166
"Ron Mahay",290,"2010",565,0.1522,0.0442,0.0602,0.0478,0.2531,0.4903
"Ryota Igarashi",10232,"2010",563,0.1474,0.048,0.0373,0.0622,0.2131,0.5542
"Wesley Wright",5960,"2010",562,0.1708,0.0356,0.0356,0.0996,0.2295,0.5285
"Fernando Salas",4971,"2010",561,0.1551,0.0588,0.0499,0.0463,0.2014,0.5348
"Franklin Morales",5088,"2010",559,0.1843,0.0322,0.0429,0.1091,0.2558,0.4848
"Jordan Zimmermann",4505,"2010",556,0.1906,0.0468,0.0558,0.0881,0.25,0.4568
"Joe Thatcher",4620,"2010",550,0.18,0.02,0.0655,0.0945,0.2636,0.4709
"Ramon Ortiz",27,"2010",536,0.181,0.0261,0.0448,0.1101,0.2071,0.541
"Tyler Walker",901,"2010",526,0.1407,0.0418,0.0684,0.0304,0.2966,0.4525
"Henry Rodriguez",6371,"2010",524,0.1527,0.0401,0.0496,0.063,0.2443,0.5134
"Robbie Weinhardt",8479,"2010",517,0.2186,0.0251,0.0677,0.1257,0.2398,0.4487
"Justin Germano",1938,"2010",513,0.2008,0.0234,0.0682,0.1092,0.2476,0.46
"Brian Sweeney",1801,"2010",507,0.1696,0.0335,0.0572,0.0789,0.2327,0.5069
"Randy Flores",1446,"2010",506,0.1423,0.0514,0.0395,0.0514,0.2668,0.5
"Sean White",5564,"2010",503,0.2048,0.0258,0.0338,0.1451,0.1948,0.5408
"Victor Marte",5158,"2010",502,0.1653,0.012,0.0637,0.0896,0.1892,0.5697
"Randy Williams",2362,"2010",497,0.1972,0.0483,0.0463,0.1026,0.2133,0.495
"Ross Detwiler",2859,"2010",494,0.1781,0.0304,0.0567,0.0911,0.2267,0.5081
"Dillon Gee",7396,"2010",490,0.1796,0.0449,0.051,0.0837,0.2224,0.502
"Jeff Manship",6865,"2010",486,0.1646,0.0556,0.0453,0.0638,0.2407,0.4938
"Bill Bray",8538,"2010",484,0.1777,0.0455,0.0475,0.0847,0.2107,0.5186
"Kenley Jansen",3096,"2010",481,0.2058,0.0312,0.0541,0.1206,0.2412,0.4678
"P.J. Walters",9557,"2010",481,0.2037,0.0229,0.0686,0.1123,0.21,0.4948
"Chris Sampson",2651,"2010",480,0.1667,0.0167,0.0667,0.0833,0.2583,0.4917
"Lucas Harrell",7541,"2010",479,0.1816,0.0418,0.048,0.0919,0.2088,0.5198
"John Grabow",1848,"2010",469,0.1706,0.0426,0.0725,0.0554,0.2367,0.4776
"Anthony Lerew",3440,"2010",459,0.1895,0.0283,0.0784,0.0828,0.2179,0.4858
"Jason Bulger",3915,"2010",457,0.1882,0.0306,0.0678,0.0897,0.1882,0.5252
"Fu-Te Ni",4199,"2010",443,0.1535,0.0384,0.0722,0.0429,0.2235,0.5124
"Yunesky Maya",11420,"2010",441,0.1814,0.0249,0.0408,0.1156,0.2426,0.5102
"Shawn Kelley",7773,"2010",436,0.172,0.0573,0.0573,0.0573,0.289,0.4243
"Tim Wood",3775,"2010",431,0.1392,0.0278,0.0603,0.051,0.232,0.5406
"Justin Duchscherer",910,"2010",429,0.1935,0.014,0.0629,0.1166,0.2005,0.5291
"Matt Daley",7952,"2010",425,0.1812,0.0235,0.0424,0.1153,0.2729,0.48
"Jordan Norberto",8432,"2010",423,0.1749,0.0567,0.0402,0.078,0.1726,0.5556
"Felix Doubront",1478,"2010",422,0.1564,0.0474,0.0569,0.0521,0.2796,0.4597
"Cristhian Martinez",5337,"2010",422,0.1327,0.0166,0.0711,0.045,0.3033,0.4763
"Jim Johnson",3656,"2010",420,0.1667,0.0238,0.0833,0.0595,0.231,0.4952
"Adam Ottavino",1247,"2010",419,0.1551,0.031,0.043,0.0811,0.2673,0.5036
"Andrew Oliver",10257,"2010",415,0.1904,0.0458,0.053,0.0916,0.241,0.4699
"Justin Miller",1313,"2010",412,0.1675,0.017,0.0631,0.0874,0.2282,0.5243
"Brad Mills",4420,"2010",410,0.1732,0.0585,0.0561,0.0585,0.2415,0.4707
"Daniel Herrera",4552,"2010",407,0.1695,0.0221,0.0835,0.0639,0.2015,0.5233
"Chris Leroux",7645,"2010",406,0.1576,0.0567,0.0296,0.0714,0.1773,0.5788
"Chris Resop",3799,"2010",403,0.196,0.0769,0.0347,0.0844,0.263,0.4293
"Adalberto Mendez",3752,"2010",403,0.1687,0.0447,0.062,0.062,0.2506,0.4739
"Boof Bonser",2159,"2010",400,0.1775,0.05,0.07,0.0575,0.205,0.4975
"David Riske",402,"2010",397,0.1587,0.0202,0.0705,0.068,0.1788,0.5718
"Enrique Gonzalez",2568,"2010",397,0.1688,0.0353,0.0605,0.073,0.2166,0.5189
"Michael Kohn",8505,"2010",392,0.1582,0.0459,0.0612,0.051,0.2041,0.5306
"Carlos Fisher",9832,"2010",386,0.1943,0.0544,0.0596,0.0803,0.2254,0.4663
"Craig Kimbrel",6655,"2010",384,0.151,0.0417,0.0703,0.0391,0.224,0.513
"Michael Gonzalez",1794,"2010",381,0.1155,0.0499,0.0289,0.0367,0.252,0.5538
"Doug Mathis",3944,"2010",381,0.1654,0.0289,0.0682,0.0682,0.1864,0.5512
"Mike Dunn",9948,"2010",380,0.1737,0.0395,0.0658,0.0684,0.2079,0.5132
"Marcos Mateo",6869,"2010",379,0.1504,0.029,0.0712,0.0501,0.219,0.5303
"Brian Bruney",1929,"2010",378,0.1296,0.0503,0.0265,0.0529,0.2619,0.5317
"Mike Lincoln",1457,"2010",373,0.1769,0.0429,0.0295,0.1046,0.2306,0.5201
"Jeff Samardzija",3254,"2010",372,0.1559,0.0672,0.0699,0.0188,0.2124,0.4946
"Chris Sale",10603,"2010",372,0.2016,0.0376,0.0457,0.1183,0.2527,0.4624
"Bobby Cramer",2744,"2010",367,0.1744,0.0463,0.0627,0.0654,0.2371,0.4796
"Chris Seddon",3833,"2010",366,0.1667,0.0328,0.0628,0.071,0.1995,0.5383
"Cesar Valdez",9013,"2010",366,0.1667,0.0055,0.0519,0.1093,0.2268,0.5492
"Carlos Rosa",8529,"2010",364,0.1538,0.0659,0.0549,0.033,0.2527,0.4725
"Wil Ledezma",1669,"2010",363,0.2011,0.0579,0.0303,0.1129,0.2039,0.5069
"Shawn Hill",1882,"2010",361,0.169,0.0277,0.0526,0.0886,0.2161,0.5346
"Jack Taschner",2766,"2010",360,0.1583,0.0139,0.0694,0.075,0.2056,0.5528
"Travis Schlichting",3847,"2010",356,0.1461,0.0337,0.0871,0.0253,0.2219,0.5112
"Philip Humber",8586,"2010",353,0.1643,0.0482,0.0623,0.0538,0.2323,0.4929
"Josh Roenicke",3241,"2010",351,0.1425,0.0399,0.0313,0.0712,0.2137,0.5726
"Claudio Vargas",1695,"2010",350,0.1286,0.0429,0.0743,0.0114,0.1971,0.5571
"Mark Melancon",4264,"2010",349,0.1375,0.0516,0.0716,0.0143,0.2378,0.5014
"Mike MacDougal",612,"2010",348,0.1667,0.0632,0.0431,0.0603,0.2299,0.4971
"Glen Perkins",8041,"2010",344,0.2093,0.064,0.0465,0.0988,0.2587,0.4215
"Collin Balester",6883,"2010",339,0.1209,0.0236,0.059,0.0383,0.2035,0.5929
"Damaso Marte",247,"2010",339,0.1386,0.0678,0.0413,0.0295,0.2478,0.5044
"Joe Martinez",3935,"2010",330,0.1788,0.0273,0.0667,0.0848,0.2485,0.4788
"Antonio Bastardo",8844,"2010",330,0.1636,0.0606,0.0515,0.0515,0.2242,0.5
"Jeff Stevens",3367,"2010",330,0.1455,0.0424,0.0424,0.0606,0.197,0.5727
"Rommie Lewis",3588,"2010",326,0.1779,0.0399,0.0307,0.1074,0.2975,0.454
"Bobby Cassevah",6950,"2010",325,0.1662,0.0369,0.0615,0.0677,0.1938,0.5415
"Daniel Schlereth",8739,"2010",324,0.1728,0.0432,0.0463,0.0833,0.2191,0.5185
"Brian Stokes",8653,"2010",322,0.1708,0.028,0.059,0.0839,0.2019,0.5404
"LaTroy Hawkins",729,"2010",321,0.1776,0.0623,0.0467,0.0685,0.2461,0.4673
"Renyel Pinto",2180,"2010",320,0.1313,0.0375,0.0563,0.0375,0.2344,0.5406
"Brad Thompson",4911,"2010",318,0.1667,0.0314,0.0786,0.0566,0.261,0.4623
"Mike McClendon",9587,"2010",316,0.1677,0.0222,0.0918,0.0538,0.1804,0.538
"Jesus Colome",1198,"2010",312,0.1987,0.0513,0.0353,0.1122,0.2372,0.4776
"Chris Young",3196,"2010",309,0.1165,0.068,0.0259,0.0227,0.2071,0.5825
"Greg Holland",7196,"2010",309,0.1327,0.055,0.0583,0.0194,0.2265,0.5275
"Frank Mata",4230,"2010",308,0.1461,0.0292,0.0779,0.039,0.1883,0.5584
"Matt Maloney",9920,"2010",307,0.1596,0.0651,0.0521,0.0423,0.2313,0.4919
"Leo Rosales",5618,"2010",305,0.1508,0.0459,0.0885,0.0164,0.2131,0.5016
"Fernando Abad",4994,"2010",302,0.1391,0.043,0.0861,0.0099,0.2748,0.457
"Rick VandenHurk",5099,"2010",298,0.1745,0.0369,0.0537,0.0839,0.2282,0.5067
"Dustin Richardson",2548,"2010",291,0.1649,0.0825,0.0619,0.0206,0.1959,0.4948
"Cory Luebke",1984,"2010",289,0.1522,0.0381,0.0554,0.0588,0.173,0.5813
"Rich Thompson",6422,"2010",288,0.1215,0.0694,0.0764,-0.0243,0.25,0.4826
"Brandon Beachy",8851,"2010",279,0.1541,0.0394,0.0753,0.0394,0.2043,0.5269
"Mike Ekstrom",7488,"2010",278,0.1259,0.0504,0.054,0.0216,0.2482,0.5216
"Michael Kirkman",9877,"2010",278,0.1727,0.0288,0.0612,0.0827,0.2158,0.5216
"Jordan Walden",3271,"2010",274,0.2117,0.0365,0.0328,0.1423,0.1898,0.5292
"Matt Reynolds",8887,"2010",274,0.1752,0.0182,0.0803,0.0766,0.2737,0.4526
"Brandon Medders",8604,"2010",271,0.2214,0.0627,0.0295,0.1292,0.2472,0.4391
"Carlos Torres",7624,"2010",268,0.1194,0.0896,0.0522,-0.0224,0.2351,0.5037
"Michael Bowden",4440,"2010",264,0.1705,0.0606,0.0455,0.0644,0.2386,0.4848
"Cedrick Bowers",3293,"2010",263,0.1255,0.0494,0.0304,0.0456,0.2243,0.5703
"Kyle Drabek",4359,"2010",259,0.1467,0.0309,0.0772,0.0386,0.166,0.5792
"Adam Russell",7334,"2010",249,0.1526,0.0843,0.0884,-0.0201,0.1968,0.4779
"Billy Buckner",8253,"2010",248,0.1452,0.0242,0.0685,0.0524,0.2581,0.504
"Kris Benson",982,"2010",244,0.1352,0.0656,0.0779,-0.0082,0.1967,0.5246
"Alfredo Figaro",8404,"2010",243,0.1687,0.0576,0.0329,0.0782,0.2016,0.5391
"Scott Schoeneweis",33,"2010",241,0.1826,0.029,0.0456,0.1079,0.166,0.5768
"Jay Buente",9494,"2010",239,0.159,0.0251,0.046,0.0879,0.1674,0.6025
"Pedro Strop",4070,"2010",239,0.1506,0.0418,0.0586,0.0502,0.2594,0.4895
"Robert Manuel",817,"2010",239,0.2092,0.0502,0.0293,0.1297,0.2301,0.4812
"Marco Estrada",1118,"2010",237,0.1941,0.0422,0.0802,0.0717,0.2236,0.4599
"Dan Meyer",4402,"2010",235,0.2128,0.0298,0.0255,0.1574,0.217,0.5149
"Taylor Tankersley",8249,"2010",233,0.2189,0.0515,0.0515,0.1159,0.1974,0.4807
"Cla Meredith",7613,"2010",231,0.2121,0.013,0.026,0.1732,0.1818,0.5671
"Casey Daigle",1880,"2010",230,0.1522,0.0261,0.0435,0.0826,0.2609,0.5174
"Mark Lowe",7416,"2010",228,0.1754,0.0395,0.0702,0.0658,0.2018,0.5132
"Ross Wolf",4534,"2010",218,0.1514,0.0413,0.0688,0.0413,0.2569,0.4817
"Justin Thomas",9910,"2010",217,0.1889,0.0461,0.0783,0.0645,0.1797,0.5069
"Aroldis Chapman",10233,"2010",215,0.186,0.0186,0.0326,0.1349,0.2558,0.507
"Edwar Ramirez",4830,"2010",215,0.1256,0.0326,0.0698,0.0233,0.1767,0.5953
"Jesse Carlson",4391,"2010",214,0.2056,0.0607,0.0421,0.1028,0.3131,0.3785
"Scott Maine",885,"2010",208,0.1971,0.0288,0.0673,0.101,0.25,0.4567
"Mitch Atkins",8369,"2010",204,0.1275,0.0245,0.1225,-0.0196,0.2451,0.4804
"Vance Worley",6435,"2010",204,0.1961,0.0294,0.0343,0.1324,0.2549,0.4853
"Cesar Ramos",3357,"2010",202,0.1139,0.0693,0.0495,-0.005,0.2129,0.5545
"Alberto Castillo",3316,"2010",199,0.196,0.0352,0.0452,0.1156,0.2513,0.4724
"Josh Rupe",7206,"2010",192,0.1979,0.0313,0.0677,0.099,0.1406,0.5625
"Alfredo Aceves",5164,"2010",192,0.1615,0.0417,0.0625,0.0573,0.3073,0.4271
"Jose Ceda",2377,"2010",192,0.1667,0.0417,0.0365,0.0885,0.1979,0.5573
"Jonathan Albaladejo",3521,"2010",184,0.1033,0.0652,0.0435,-0.0054,0.2772,0.5109
